REAL USER STARTUP TIMELINE (ms from Login click)
============================================================
00000000  marker | LOGIN_CLICK
00000253  request | POST | /rateb-erp/public/login
00000525  response | HTTP 302 | /rateb-erp/public/login
00000525  request | GET | /rateb-erp/public/admin
00000621  response | HTTP 301 | /rateb-erp/public/admin
00000621  request | GET | /rateb-erp/public/admin/
00001164  response | HTTP 200 | /rateb-erp/public/admin/
00001172  navigate | /rateb-erp/public/admin/ | https://rateb.sa/rateb-erp/public/admin/
00001408  request | GET | /rateb-erp/public/admin/api/dashboard-charts
00001449  marker | AFTER_LOGIN_NAV | https://rateb.sa/rateb-erp/public/admin/
00001454  marker | LOGIN_RESULT
00001499  request | GET | /rateb-erp/public/connectivity-probe.json?_rateb_probe=1784158241508
00001598  response | HTTP 200 | /rateb-erp/public/connectivity-probe.json?_rateb_probe=1784158241508
00001703  response | HTTP 200 | /rateb-erp/public/admin/api/dashboard-charts
00002995  request | GET | /rateb-erp/public/assets/vendor/fonts/tajawal/tajawal.css?v=20260714-force-sw-v52
00002996  request | GET | /rateb-erp/public/assets/vendor/fonts/tajawal/tajawal.css?v=20260714-force-sw-v52
00003003  response | HTTP 200 | /rateb-erp/public/assets/vendor/fonts/tajawal/tajawal.css?v=20260714-force-sw-v52
00003004  response | HTTP 200 | /rateb-erp/public/assets/vendor/fonts/tajawal/tajawal.css?v=20260714-force-sw-v52
00003129  request | GET | /rateb-erp/public/assets/vendor/bootstrap/5.3.3/bootstrap.rtl.min.css?v=20260714-force-sw-v52
00003129  request | GET | /rateb-erp/public/assets/vendor/bootstrap/5.3.3/bootstrap.rtl.min.css?v=20260714-force-sw-v52
00003136  response | HTTP 200 | /rateb-erp/public/assets/vendor/bootstrap/5.3.3/bootstrap.rtl.min.css?v=20260714-force-sw-v52
00003136  response | HTTP 200 | /rateb-erp/public/assets/vendor/bootstrap/5.3.3/bootstrap.rtl.min.css?v=20260714-force-sw-v52
00003276  request | GET | /rateb-erp/public/assets/vendor/fontawesome/6.5.2/css/all.min.css?v=20260714-force-sw-v52
